PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0.47560772600439083,-1.8663627631685036,0.9071123290200495,0.9251380156310274,1.8934253452750769,-0.1426588016051266,0.0906301888344596,-0.10413643293322,-0.8052289686492353,-0.21334201245742718
-2.20364132180854,0.5783138933153642,-2.528385871452222,-1.0509304464105507,0.17733962129716702,1.7238243440193257,0.34852823801526145,0.18852912982113135,0.7279161045308503,-0.3350568304685824
1.1037326116068618,-3.082945945242804,3.6205750263049477,0.8499708848132005,-0.6135686421290767,-0.35102995419456473,0.1513930953764793,0.8600900907701147,-0.223040200007016,0.7141823246937802
2.6283632859361172,-0.8717978990689531,-0.7251347574999623,0.6420447783834754,0.6480965802291889,0.2892746183261835,0.6797414696209026,-1.4196195969861645,0.5440239128564627,-0.37599052420122414
2.088296407375051,-0.465534062782073,-1.6352820163540795,-0.9598292685300739,0.6461161531559211,0.09027161031939207,1.2317294321201424,-1.4650262664527796,-0.3106466515949645,-0.5777037071596437
-0.8923620483124568,2.151458715194231,1.5397296611255449,0.5910225320859206,1.0421087237686912,-0.6457553670596996,0.2140135271338893,-0.5166811936330262,0.7387451861825498,-0.5890836069779566
1.0445751590790977,3.016882225189201,-0.8294836854834664,0.2572314943619632,-0.25521552440416706,-0.7455977778152023,-0.2999901718796775,-0.20565713219338627,-0.3287420318534973,-0.24079765245072235
1.2228977168476252,1.42544398956624,-1.4993835900374284,0.8068314443673309,-0.07969407485663159,-0.9581496000444937,0.56447572459157,0.08974684265825801,0.010456924479269028,-0.25568978397114506
2.0239263717377876,0.8673397739184429,-1.4994563347013272,0.3804815755839466,-0.9379160112992633,-0.14459447627297442,0.7455064256178525,-1.4436977444374928,0.7467692989099464,-0.1371708318348274
-2.0321554181542654,-2.7019114826515667,-0.3561793571103191,0.6155997070122481,-0.8067376553972255,-1.1814512548373972,-0.3531539302232358,0.26090896284725007,-0.8477312556297568,0.12034966357935387
1.348265095243184,-2.6049570769527928,2.8061887367636817,1.0109000914115398,-0.18987724274688228,-0.12221671741047312,-0.4625583398333689,0.43515827914203825,0.4735189724742877,-0.18876376731321487
1.7238507281783346,-0.045416809963674774,1.6391115024406748,1.0984313673013983,-1.8752194027364155,1.717564694798154,-1.0950322029014405,0.03841643877373275,-0.779789789194398,0.21427142503536728
-2.4242914302496867,1.5080616944539258,2.087051941087657,0.31551444896560626,0.7654033121520943,0.4422497992345224,0.17006441715115245,-0.000310788332720401,0.2465617456944927,0.12458396884373082
1.2429963471205199,-1.849061976212152,5.485314695782425,-6.0756792441128065,-4.108443834752289,-6.147105307495033,-1.5141788442300814,-1.2363242269359112,0.3872639459421077,-0.2589490372954748
1.0388785766369404,1.415982335755477,-1.4036033633433367,0.5728755094266674,0.520912145660702,-0.8189979820611242,0.35160019093782124,0.45035726646248175,-0.11875438905231547,-0.08561565429791525
-0.09667906710044487,-2.7376448818729138,-0.2539690964070598,0.12241427557249246,0.4762054806878462,0.0480162591732303,1.6700831467796953,-0.48961169240918767,-0.7892393637267394,0.8899592873440011
2.101227236849371,-1.3375614169162124,1.285918573248578,-1.721580540260851,0.7047009446613186,1.2974583888459785,-2.417080297139832,0.6160201312113847,1.050640280834842,1.3234036463749521
-2.7590209603659224,2.771243409020457,1.3401415039272453,0.42359019891075506,-0.49602302123631375,-0.10190090430025432,0.12459672570873909,0.4737015803907661,-0.10658118711879352,-0.07111332879798923
-1.5548772635976837,-3.2342995533440395,-0.567744339370592,1.0635917121124485,-0.5202021253298189,-1.156293556208931,-0.5448851555551579,0.11826606055012436,-0.9411758301354355,-0.07984825819250148
1.6653964764636844,2.1190376661345405,-0.2726073479730066,0.641582617102627,1.3619845877758197,-0.44440663813330616,-0.8094663273630557,0.03077224867613749,-0.7479440909487804,-0.21781574502046966
1.847752020876442,2.6494214813395027,0.7506672916537513,0.521048973439766,-0.04021191889956068,0.7098569867035939,-0.3614783724099796,0.43855123755795167,-0.5529970114607592,0.5563925873470341
-2.8756730866290496,-0.8911745633850432,-2.4440585985730436,-0.7468096113083386,0.21502168474447006,-0.1784063924416588,-0.07035424194861625,-1.2795233806039177,0.5902059126701766,1.6252800940575007
0.5883597449639933,2.202887512971128,-1.3416169252396764,1.1500733175703712,-0.5743554838685309,-0.975750833796128,0.44803735247822263,0.2711933006827728,0.28608275482813067,-0.30764863130969944
1.7549907730144743,0.2922170371299103,0.8977421800701972,0.5967567592646673,-2.222506976651408,1.166934866511594,-0.8876567015668795,1.0523073743808908,0.2514336020509053,0.2544979050776408
1.3183125295846352,1.5651643894323584,-1.0638507225869,1.0277513321000427,0.9598758181676551,-0.58505084387216,0.0072814332636490595,0.7088082220458112,-0.2640727517736244,0.009486937352205613
0.9828284382185013,-3.4706834120041923,3.3214503216961933,0.7856580965870681,-0.4121795056808313,-0.09943239093701871,0.3310181852357864,0.3662982887507212,-0.08841803963193652,0.44968654627279636
1.1524581514915755,2.336514238599677,-0.7047690283765015,0.573376112908353,0.0338233733519736,-0.9175431929855891,0.0647897475975297,0.39727598453415985,-0.2031962513415131,0.015422524073527377
-1.6278691897290063,-2.0209700407787765,-1.8171010872451026,0.4694107284936496,-0.5435691432659575,-0.07644494859514707,-0.06669291993204955,-0.4250158412196992,-0.9946362260985676,0.3403612525119639
0.9262168263518994,1.0489897138139879,-0.9157819111861274,0.07393129827429044,1.420969207660863,-0.6020436385396317,-0.15143913731298347,0.570778150875207,-0.9624656644784599,-0.131521394735397
-2.214664557169494,3.516502242686189,1.0205466650942545,0.17049694663001944,-0.7496337077473432,1.222675903910358,-0.6162596929478679,0.49364299240665344,-0.3705087707143474,0.3148302649810049
-2.5055036660846133,-1.2978518904806333,-1.5738312309467353,-0.14176965176437906,-1.3956400862689564,-0.27948151016522726,-0.5002084957187048,-0.27538485566260357,0.07677327762470874,0.9360468232731506
1.665390751924448,0.9047724778469479,-1.4163158818438333,1.221725986117341,0.16931344083010177,0.8971644655089847,-0.5273480234365082,-0.46532809782389384,0.4959760540482521,0.2056279867861011
-0.23769040952009876,-3.2965815364103017,1.1005724479804957,0.8622161807334314,0.10670725401732499,-0.8143564277832739,0.16807879971579273,0.26274574933866757,0.14508101874476598,-0.046542268973570576
1.5674263791044196,0.036442523000115974,-2.152061340032143,-1.6982928499355046,-0.4393011835340196,-0.4709675202117255,2.2547400938798097,-0.33014615913524137,-0.8498356834081205,0.298138905708073
-3.4429952986707026,1.1865408468015406,2.0140794385268515,0.01764984857358675,0.19353989860754156,0.47794785655191413,0.16046680183522977,-0.028947609740405746,-0.10726091247386263,0.013166473001526523
